Date,Open,High,Low,Close,Adj Close,Volume
09-04-2018,47.095001,47.220001,46.695,46.790001,44.65575,60962800
10-04-2018,46.587502,47.125,46.439999,47.09,44.942055,80233600
11-04-2018,47.192501,47.209999,46.552502,47.037498,44.891953,92936000
12-04-2018,47.057499,47.412498,46.912498,47.145,44.994549,69844000
13-04-2018,46.900002,47.1875,46.717499,46.974998,44.832302,90056400
14-04-2018,46.93,47,46.695,46.875,44.736866,74762000
15-04-2018,46.805,47.057499,46.535,46.717499,44.586552,109931200
16-04-2018,46.997501,47.564999,46.9375,47.560001,45.390625,93770000
17-04-2018,47.91,48.355,47.837502,47.9575,45.769997,105064800
18-04-2018,48.267502,48.485001,48.09,48.327499,46.123112,86264000
19-04-2018,48.407501,48.52,47.98,48.494999,46.28297,83734400
20-04-2018,48.535,48.549999,48.084999,48.365002,46.158913,85388800
21-04-2018,47.7925,48,47.442501,47.924999,45.738976,106627200
22-04-2018,47.837502,47.9925,47.552502,47.807499,45.626842,73234000
23-04-2018,47.8475,48.1525,47.787498,48.07,45.877361,67644400
24-04-2018,48.105,48.220001,47.610001,47.674999,45.500378,86553600
25-04-2018,47.887501,47.892502,47.555,47.700001,45.524239,86440400
26-04-2018,47.5075,47.540001,47.064999,47.209999,45.056587,246876800
27-04-2018,46.970001,47.305,46.799999,47.185001,45.03273,73939600
28-04-2018,46.285,46.5825,45.862499,46.422501,44.305008,134314000
29-04-2018,46.587502,46.799999,46.432499,46.625,44.498276,82514800
30-04-2018,46.8125,47.087502,46.235001,46.365002,44.25013,102847600
01-05-2018,46.529999,46.537498,46.174999,46.23,44.121281,108801600
02-05-2018,45.849998,46.23,45.182499,45.5425,43.465145,126652400
03-05-2018,45.747501,46.6325,45.634998,46.107498,44.004375,98276800
04-05-2018,46.307499,46.82,46.0075,46.040001,43.939953,101141200
05-05-2018,46.025002,46.552502,45.950001,46.375,44.25967,69460800
06-05-2018,46.572498,46.797501,45.727501,46.2775,44.166622,90950800
07-05-2018,45.955002,46.825001,45.855,46.794998,44.660515,70925200
08-05-2018,46.947498,46.987499,45.884998,45.98,43.882683,55819200
09-05-2018,46.314999,46.602501,46.07,46.349998,44.235809,66416800
10-05-2018,46.355,47.107498,46.299999,46.9925,44.84901,69940800
11-05-2018,47.375,47.669998,47.325001,47.645,45.471748,79026400
12-05-2018,47.677502,47.82,47.544998,47.587502,45.416878,63756400
13-05-2018,47.125,47.445,46.9025,46.970001,44.827534,75326000
14-05-2018,47.3825,47.852501,47.327499,47.7575,45.579113,72164400
15-05-2018,47.77,47.959999,47.724998,47.8325,45.650696,50055600
16-05-2018,47.880001,48.162498,47.605,47.727501,45.550484,60172400
17-05-2018,47.4375,47.967499,47.299999,47.862499,45.679333,62138000
18-05-2018,47.945,47.950001,47.482498,47.599998,45.428795,65573600
19-05-2018,47.422501,48.137501,47.422501,47.970001,45.781925,81147200
20-05-2018,47.945,48.107498,47.5425,47.860001,45.676945,82704800
21-05-2018,47.669998,47.990002,47.389999,47.9025,45.717495,63957600
22-05-2018,48.112499,48.415001,48.012501,48.25,46.049156,74791600
23-05-2018,48.264999,48.712502,48.107498,48.705002,46.483391,66839600
24-05-2018,48.6525,48.990002,48.4025,48.552502,46.337852,76304000
25-05-2018,48.747501,48.797501,47.525002,47.744999,45.567184,96096000
26-05-2018,47.974998,48.049999,47.267502,47.477501,45.311893,84118000
27-05-2018,47.575001,48.035,47.334999,47.572498,45.402538,157492000
28-05-2018,49.782501,50.439999,49.327499,50.375,48.077232,271742800
29-05-2018,50.145,52.095001,50.087502,51.8475,49.482559,249616000
30-05-2018,51.7575,52.185001,51.369999,51.997501,49.625721,133789600
31-05-2018,52,52.3125,51.767502,52.267502,49.883385,101701600
01-06-2018,52.330002,52.375,51.689999,51.7775,49.415745,102349600
02-06-2018,51.512501,51.952499,51.130001,51.8125,49.44915,90102000
03-06-2018,52.3825,52.445,51.799999,52.220001,49.838062,93970400
04-06-2018,51.84,52.275002,51.6675,51.8825,49.689613,98444800
05-06-2018,52.327499,52.737499,51.924999,52.217499,50.01046,103563600
06-06-2018,52.540001,52.639999,52.064999,52.4375,50.221165,82992000
07-06-2018,52.305,52.685001,52.0825,52.560001,50.338486,115230400
08-06-2018,52.9375,53.452499,52.8675,53.330002,51.075939,114001600
09-06-2018,53.360001,54.487499,53.290001,54.395,52.095928,141708000
10-06-2018,54.525002,54.794998,53.7775,53.865002,51.588329,121150800
11-06-2018,54.200001,54.297501,53.5075,53.759998,51.487762,104639200
12-06-2018,53.525002,54.09,53.459999,53.762501,51.490158,76072400
13-06-2018,53.662498,54.262501,53.650002,53.872501,51.595512,75532800
14-06-2018,54.150002,54.224998,53.7775,54.040001,51.755924,73905600
15-06-2018,54.287498,54.685001,54.0825,54.485001,52.182121,82100400
16-06-2018,54.752499,55.134998,54.73,54.924999,52.603527,91107200
17-06-2018,55.037498,55.872501,54.852501,55.744999,53.388851,109019200
18-06-2018,55.8125,57.064999,55.599998,56.2575,53.879704,195175200
19-06-2018,56.627499,57.217499,56.5,56.907501,54.502232,173360400
20-06-2018,57.102501,57.294998,56.657501,57.09,54.677013,109560400
21-06-2018,57.247501,57.4175,56.275002,56.717499,54.320255,133332000
22-06-2018,56.557499,56.837502,55.325001,55.775002,53.417599,137160000
23-06-2018,55.462502,56.342499,55.177502,55.325001,52.986618,150479200
24-06-2018,55.237499,55.462502,54.1175,54.5825,52.275509,158066000
25-06-2018,54.502499,56.075001,54.139999,55.962502,53.597176,142996000
26-06-2018,56.235001,56.25,54.959999,55.267502,52.931545,197114800
27-06-2018,55.880001,57.087502,55.642502,56.602501,54.210114,166825600
28-06-2018,56.4375,56.709999,55.630001,55.959999,53.594776,127997200
29-06-2018,55.537498,55.737499,54.317501,54.470001,52.167736,148780400
30-06-2018,54.447498,55.462502,54.279999,54.560001,52.253952,126286800
01-07-2018,54.625,54.904999,53.825001,54.592499,52.285072,108495200
02-07-2018,55.060001,55.57,54.787498,55.0075,52.682537,106435200
03-07-2018,55.195,55.34,54.322498,54.415001,52.115078,384986800
04-07-2018,54.205002,55.314999,54.157501,55.197498,52.864506,110773600
05-07-2018,54.9375,55.705002,54.924999,55.547501,53.199711,98217600
06-07-2018,55.25,55.9375,54.939999,55.105,52.775917,95938800
07-07-2018,55.955002,56.610001,55.884998,56.237499,53.860546,120724800
08-07-2018,56.197498,56.459999,56.005001,56.435001,54.049702,91717600
09-07-2018,56.987499,57.355,56.587502,56.814999,54.413643,94403200
10-07-2018,56.8125,57.5,56.657501,57.32,54.897297,99152800
11-07-2018,57.512501,58.3675,57.445,58.017502,55.565323,114619200
12-07-2018,57.695,58.087502,56.682499,56.997501,54.588425,128168000
13-07-2018,56.990002,57.102501,55.145,56.072498,53.702518,134322000
14-07-2018,55.552502,56.200001,55.049999,55.942501,53.578022,118655600
15-07-2018,55.91,56.817501,55.5625,56.717499,54.320255,107564000
16-07-2018,56.365002,56.587502,54.012501,54.09,51.803818,167962400
17-07-2018,53.630001,54.875,53.080002,53.612499,51.346497,212497600
18-07-2018,55.105,55.720001,54.209999,55.5275,53.180557,161351600
19-07-2018,55.290001,55.4575,54.317501,54.34,52.043251,123164000
20-07-2018,54.732498,55.747501,54.189999,55.537498,53.190132,116736000
21-07-2018,55.575001,55.66,54.834999,55.297501,52.960281,91541600
22-07-2018,54.465,54.935001,53.25,54.005001,51.722412,130325200
23-07-2018,54.514999,55.314999,54.357498,54.827499,52.510147,132314800
24-07-2018,54.947498,55.84,54.735001,55.162498,52.830986,115168400
25-07-2018,53.9575,55.8125,53.674999,55.682499,53.328999,155071200
26-07-2018,55.650002,56.057499,53.634998,53.772499,51.499733,163702000
27-07-2018,54.427502,55.345001,54.1875,54.950001,52.627476,119423200
28-07-2018,53.974998,55.047501,53.1675,54.075001,51.789455,189033600
29-07-2018,54.797501,54.922501,51.522499,53.060001,50.817345,183742000
30-07-2018,52.787498,53.794998,52.317501,53.325001,51.071152,146640000
31-07-2018,54.220001,55.112499,54.154999,54.715,52.402405,153435600
01-08-2018,54.762501,55.59,54.202499,55.555,53.206898,233292800
02-08-2018,52.387501,53.412498,51.357498,51.869999,49.677635,365314800
03-08-2018,51.075001,51.0975,49.5425,50.397499,48.26738,264654800
04-08-2018,50.48,51.18,50.422501,50.942501,48.789341,127531600
05-08-2018,51.4925,52.514999,51.032501,52.487499,50.269039,133697600
06-08-2018,52.494999,52.529999,51.6875,52.122501,50.093647,101450400
07-08-2018,51.387501,51.502499,50.5625,51.1175,49.127769,137463200
08-08-2018,49.75,49.962502,48.447498,48.5425,46.652996,204542000
09-08-2018,47.907501,49.294998,47.862499,48.057499,46.186878,187531600
10-08-2018,48.474998,48.619999,46.482498,46.700001,44.882217,243204000
11-08-2018,47.0975,47.9925,46.724998,47.852501,45.989857,185915200
12-08-2018,47.625,48.7425,47.365002,48.3825,46.499233,147713200
13-08-2018,47.5,47.674999,46.247501,46.465,44.656368,167701200
14-08-2018,44.592499,45.3675,43.877499,44.244999,42.522781,271300800
15-08-2018,44.932499,45.067501,44.137501,44.195,42.474728,124496800
16-08-2018,43.735001,44.150002,43.025002,43.072498,41.39592,94496000
17-08-2018,43.560001,43.737499,42.564999,43.654999,41.955742,179994000
18-08-2018,42.877499,43.692501,42.720001,43.560001,41.864449,165549600
19-08-2018,44.182499,45.322498,43.732498,45.235001,43.474243,184250000
20-08-2018,45.665001,45.700001,44.424999,44.887501,43.14027,167080000
21-08-2018,45.072498,45.0825,44.2575,44.645,42.907207,158126000
22-08-2018,46.115002,46.235001,45.302502,46.205002,44.40649,163210000
23-08-2018,45.237499,45.5975,44.067501,44.172501,42.453102,165377200
24-08-2018,42.939999,43.695,42.605,43.68,41.979778,172393600
25-08-2018,43.372501,43.622501,42.075001,42.122501,40.482899,169126400
26-08-2018,41.25,42.522499,40.8325,42.400002,40.749599,248104000
27-08-2018,42.915001,42.947498,41.75,42.157501,40.516541,189126800
28-08-2018,42.599998,42.98,42.255001,42.275002,40.629459,142510800
29-08-2018,42.622501,43.142502,42.387501,42.737499,41.073959,127594400
30-08-2018,42.25,42.27,41.32,41.369999,39.759682,162814800
31-08-2018,41.362499,42.087502,40.682499,40.985001,39.389679,177151600
01-09-2018,41.345001,41.8825,41.0975,41.517502,39.90144,135366000
02-09-2018,41.5,41.862499,39.772499,40.2225,38.656857,196189200
03-09-2018,40.099998,40.5275,38.825001,39.2075,37.681374,259092000
04-09-2018,39.215,39.540001,37.407501,37.682499,36.215721,382978400
05-09-2018,37.037498,37.887501,36.647499,36.7075,35.278679,148676800
06-09-2018,37.075001,39.307499,36.68,39.2925,37.763058,234330000
07-09-2018,38.959999,39.192501,37.517502,39.037498,37.517975,212468400
08-09-2018,39.375,39.630001,38.637501,39.057499,37.537209,169165600
09-09-2018,39.6325,39.84,39.119999,39.435001,37.900017,140014000
10-09-2018,38.7225,39.712502,38.557499,39.48,37.94326,148158800
11-09-2018,35.994999,36.43,35.5,35.547501,34.16383,365248800
12-09-2018,36.1325,37.137501,35.950001,37.064999,35.622261,234428400
13-09-2018,37.174999,37.2075,36.474998,36.982498,35.542961,219111200
14-09-2018,37.389999,37.955002,37.130001,37.6875,36.220528,164101200
15-09-2018,37.822498,38.6325,37.407501,38.327499,36.835617,180396400
16-09-2018,38.125,38.4925,37.715,38.450001,36.953346,143122800
17-09-2018,38.220001,38.424999,37.877499,38.072498,36.590538,108092800
18-09-2018,37.712502,37.817501,37.305,37.5,36.040325,129756800
19-09-2018,37.567501,38.3475,37.512501,38.267502,36.77795,114843600
20-09-2018,38.27,38.970001,38.25,38.735001,37.227253,122278800
21-09-2018,38.549999,39.415001,38.314999,38.965,37.448296,119284800
22-09-2018,39.375,39.470001,38.994999,39.205002,37.67897,135004000
23-09-2018,39.102501,39.182499,38.154999,38.325001,36.833214,121576000
24-09-2018,38.537498,38.785,37.924999,38.48,36.982178,92522400
25-09-2018,38.5275,38.619999,37.935001,38.174999,36.689056,101766000
26-09-2018,38.869999,39.532501,38.580002,39.439999,37.904816,134142000
27-09-2018,38.947498,39.0825,38.415001,39.075001,37.554024,104768400
28-09-2018,39.0625,39.532501,38.5275,38.669998,37.164783,166348800
29-09-2018,40.8125,41.537498,40.057499,41.3125,39.704433,244439200
30-09-2018,41.5275,42.25,41.139999,41.610001,39.990353,162958400
01-10-2018,41.740002,42.244999,41.482498,41.630001,40.009567,130672400
02-10-2018,41.852501,42.915001,41.82,42.8125,41.146034,125982000
03-10-2018,43.215,43.77,43.087502,43.544998,41.850025,144406400
04-10-2018,43.662498,43.892502,43.212502,43.560001,41.864449,112958400
05-10-2018,43.099998,43.485001,42.584999,42.735001,41.071564,126966800
06-10-2018,42.247501,42.665001,42.105,42.602501,41.119812,95280000
07-10-2018,42.762501,42.802502,42.3125,42.357498,40.883343,83973600
08-10-2018,42.525002,42.75,42.424999,42.7225,41.235641,89134000
09-10-2018,42.8475,43.119999,42.48,42.544998,41.06432,89960800
10-10-2018,42.427502,42.814999,42.345001,42.700001,41.213924,87342800
11-10-2018,42.8125,42.924999,42.4375,42.605,41.122219,98507200
12-10-2018,42.427502,42.860001,42.372501,42.732498,41.245293,75891200
13-10-2018,42.797501,43.330002,42.747501,43.0075,41.510719,104457600
14-10-2018,42.950001,43.092499,42.575001,42.764999,41.276653,68998800
15-10-2018,42.895,43.25,42.845001,43.2425,41.737537,75652800
16-10-2018,43.540001,43.967499,43.487499,43.557499,42.041584,87493600
17-10-2018,43.427502,43.825001,43.2925,43.5825,42.065708,68280800
18-10-2018,43.302502,43.75,43.182499,43.717499,42.196003,111341600
19-10-2018,43.580002,43.727501,43.23,43.287498,41.780975,112861600
20-10-2018,43.57,43.787498,43.2225,43.7425,42.220142,103544800
21-10-2018,43.922501,44.4375,43.4925,43.962502,42.432487,109744800
22-10-2018,43.985001,44,43.634998,43.8825,42.355255,78949600
23-10-2018,43.6675,43.872501,43.485001,43.630001,42.111553,83241600
24-10-2018,43.467499,43.610001,43.005001,43.125,41.62413,99185600
25-10-2018,42.580002,43.267502,42.375,43.227501,41.723061,95997600
26-10-2018,43.872501,44.779999,43.837502,44.724998,43.168446,128044000
27-10-2018,45,45.6675,44.842499,45.227501,43.653461,129870400
28-10-2018,45.5625,45.825001,45.23,45.427502,43.8465,124130000
29-10-2018,45.974998,46.025002,45.639999,45.932499,44.333923,94318000
30-10-2018,46.212502,46.8325,45.935001,46.529999,44.910622,156171600
31-10-2018,46.450001,47.0975,46.447498,47.005001,45.369095,104879200
01-11-2018,47.087502,47.247501,46.48,46.6325,45.00956,126585600
02-11-2018,46.557499,47.372501,46.182499,47.040001,45.402885,124140800
03-11-2018,47.505001,49.0825,47.452499,48.772499,47.075085,204136800
04-11-2018,48.834999,49.422501,47.695,47.762501,46.100231,169630800
05-11-2018,47.877499,47.994999,46.650002,47.185001,45.542835,175381200
06-11-2018,47.915001,48.220001,46.145,46.697498,45.0723,199202000
07-11-2018,47.1875,47.439999,46.637501,47.1175,45.477684,119393600
08-11-2018,47.237499,47.389999,46.8825,47.18,45.538017,83121600
09-11-2018,47.4575,47.52,47.134998,47.487499,45.834805,94256000
10-11-2018,47.91,47.919998,47.095001,47.810001,46.146091,111448000
11-11-2018,47.772499,48.615002,47.762501,48.505001,46.816891,91062800
12-11-2018,48.3125,49.125,48.287498,48.837502,47.137817,93087200
13-11-2018,48.697498,49.092499,48.285,48.922501,47.219864,76457200
14-11-2018,49.112499,49.275002,48.982498,49.25,47.535965,74106400
15-11-2018,49.105,50.057499,49.084999,50.025002,48.283993,103526800
16-11-2018,50.080002,50.712502,49.807499,49.875,48.139206,143072800
17-11-2018,49.669998,50.185001,49.544998,50.154999,48.409462,86781200
18-11-2018,50.212502,50.25,49.610001,49.737499,48.006496,83603200
19-11-2018,49.799999,50.035,49.052502,49.717499,47.98719,111042800
20-11-2018,49.645,49.962502,49.502499,49.807499,48.074062,70146400
21-11-2018,49.865002,50.342499,49.639999,49.8125,48.078896,102785600
22-11-2018,49.884998,50.845001,49.6525,50.782501,49.015129,115627200
23-11-2018,50.779999,51.037498,50.630001,50.965,49.191277,96783200
24-11-2018,50.7075,51.235001,50.584999,51.1325,49.352947,77758000
25-11-2018,51.107498,51.9375,50.974998,51.869999,50.064777,93292000
26-11-2018,51.84,52.119999,51.762501,51.790001,49.987556,70162400
27-11-2018,51.7075,51.939999,51.279999,51.32,49.533916,74172800
28-11-2018,51.224998,51.25,50.529999,51.075001,49.29744,74596400
29-11-2018,51.099998,51.4925,50.965,51.1525,49.37225,88818800
30-11-2018,50.764999,50.849998,49.7775,50.1675,48.421535,186139600
01-12-2018,52.470001,53.827499,52.307499,52.630001,50.798332,259309200
02-12-2018,52.459999,53.162498,52.032501,52.287498,50.467747,127985200
03-12-2018,52.7225,52.959999,52.557499,52.9375,51.095127,83569600
04-12-2018,51.072498,52.209999,50.875,52.119999,50.30608,129772400
05-12-2018,51.470001,51.855,50.2075,50.715,48.949982,155054800
06-12-2018,50.474998,51.334999,50.4375,50.724998,48.959625,105358000
07-12-2018,50.099998,50.419998,49.165001,50.18,48.433601,139634400
08-12-2018,49.355,49.712502,48.192501,49.294998,47.76263,164834800
09-12-2018,46.927502,47.369999,45.712502,46.43,44.986687,229722400
10-12-2018,46.602501,47.424999,46.352501,47.165001,45.698841,146118800
11-12-2018,46.567501,47.9375,46.505001,47.73,46.246277,106178800
12-12-2018,47.477501,48.1175,47.209999,47.52,46.042809,132125600
13-12-2018,46.732498,47.724998,46.689999,47.25,45.7812,131516400
14-12-2018,45.880001,46.087502,45.07,45.772499,44.349625,154449200
15-12-2018,46.305,47,46.174999,46.650002,45.199848,113459200
16-12-2018,46.165001,46.427502,45.637501,45.695,44.27454,118994400
17-12-2018,44.950001,45.134998,44.452499,44.915001,43.518791,146118800
18-12-2018,45.049999,45.535,44.654999,44.7425,43.351643,94858800
19-12-2018,44.73,45.147499,44.477501,44.557499,43.17239,111792800
20-12-2018,44.105,44.837502,44,44.345001,42.966507,113924800
21-12-2018,44.487499,44.807499,44.1675,44.575001,43.189362,84873600
22-12-2018,44.057499,44.497501,43.747501,43.767502,42.406956,108174400
23-12-2018,43.900002,44.48,42.567501,43.325001,41.97821,161584400
24-12-2018,43.860001,44.9575,43.630001,44.91,43.513939,123872000
25-12-2018,46.07,46.247501,45.285,45.634998,44.2164,119093600
26-12-2018,45.77,46.3675,45.537498,46.305,44.865574,90105200
27-12-2018,46.627499,47.98,46.442501,47.537498,46.059761,122737600
28-12-2018,47.952499,48.842499,47.904999,48.145,46.648373,104883600
29-12-2018,48.715,49,48.400002,48.702499,47.188541,107731600
30-12-2018,48.487499,48.9925,48.3475,48.547501,47.038361,73012800
31-12-2018,48.674999,49.197498,48.400002,48.537498,47.028664,86698400
01-01-2019,47.887501,48.397499,47.575001,48.185001,46.68713,75046000
02-01-2019,48.224998,48.740002,48.0425,48.4725,46.965702,58676400
03-01-2019,49.012501,50.072498,48.802502,49.612499,48.070255,106204000
04-01-2019,49.919998,49.970001,49.327499,49.467499,47.929768,84496800
05-01-2019,50.092499,50.1525,49.5075,49.865002,48.314915,86056000
06-01-2019,49.700001,50.212502,49.537498,49.695,48.150192,191202400
07-01-2019,49.634998,50.040001,49.5425,49.645,48.101742,72881600
08-01-2019,49.607498,49.814999,48.822498,48.892502,47.372635,84281200
09-01-2019,49.442501,50.247501,49.337502,49.950001,48.39727,104270000
10-01-2019,50.072498,50.392502,49.892502,49.935001,48.38274,83598800
11-01-2019,49.669998,49.875,49.262501,49.48,47.941868,124442400
12-01-2019,50.7925,51.122501,50.162498,50.387501,48.821159,109012000
13-01-2019,50.352501,50.782501,50.34,50.682499,49.106991,67740800
14-01-2019,50.82,51.110001,50.672501,51.102501,49.513943,45448000
15-01-2019,50.837502,51.27,50.724998,51.057499,49.470333,69062000
16-01-2019,50.202499,50.349998,49.602501,50.005001,48.450554,101354400
17-01-2019,49.799999,50.377499,49.702499,50.310001,48.746078,82312000
18-01-2019,50.462502,50.932499,50.389999,50.807499,49.228104,71588400
19-01-2019,50.827499,51.0975,50.427502,50.4375,48.86961,80767200
20-01-2019,50.612499,51,50.549999,50.825001,49.245064,70380800
21-01-2019,51.022499,51.467499,51,51.302502,49.707729,67789600
22-01-2019,51.147499,51.5275,50.875,51.125,49.535736,67467200
23-01-2019,51.012501,51.272499,50.817501,50.837502,49.257175,56430000
24-01-2019,51,51.470001,50.924999,51.415001,49.816723,74162400
25-01-2019,51.447498,51.625,50.59,50.647499,49.073082,83717200
26-01-2019,50.912498,51.807499,50.9025,51.805,50.194592,89111600
27-01-2019,52.115002,52.227501,51.822498,52.209999,50.587006,73420800
28-01-2019,51.9175,52.287498,51.7925,52.1675,50.545837,59966400
29-01-2019,52.2225,52.310001,51.682499,51.755001,50.14616,55638400
30-01-2019,51.869999,52.432499,51.785,51.935001,50.320553,70475600
31-01-2019,52.115002,52.66,52.110001,52.419998,50.790482,86693600
